From	Entry	Reviewed	Entry Name	Length
Q9Y664	Q9Y664	reviewed	KPTN_HUMAN	436
Q9JKP8	Q9JKP8	reviewed	CHRC1_MOUSE	129
P21827	P21827	reviewed	RCC1_YEAST	482
Q680A5	Q680A5	reviewed	KPRS4_ARATH	337
Q9ZU90	Q9ZU90	reviewed	SKI28_ARATH	292
Q9I7U4	Q9I7U4	reviewed	TITIN_DROME	18141
P30429	P30429	reviewed	CED4_CAEEL	571
P01251	P01251	reviewed	THPS_BOVIN	49
Q99M54	Q99M54	reviewed	CDCA3_MOUSE	266
P87284	P87284	reviewed	PMP3_YEAST	55
Q9P7C5	Q9P7C5	reviewed	YJU2_SCHPO	270
P80971	P80971	reviewed	COX42_THUOB	176
Q0WVF8	Q0WVF8	reviewed	MMS19_ARATH	1134
Q3E824	Q3E824	reviewed	YO020_YEAST	90
O60244	O60244	reviewed	MED14_HUMAN	1454
O80560	O80560	reviewed	IP5PC_ARATH	1316
P40146	P40146	reviewed	ADCY8_RAT	1248
Q9EPB5	Q9EPB5	reviewed	SERHL_MOUSE	311
P0C6T3	P0C6T3	reviewed	PRR7_RAT	269
Q9D920	Q9D920	reviewed	BORC5_MOUSE	195
Q9ES71	Q9ES71	reviewed	GNPAT_RAT	678
F4J078	F4J078	reviewed	JAZ13_ARATH	125
Q9QXY9	Q9QXY9	reviewed	PEX3_MOUSE	372
O13834	O13834	reviewed	PTR1_SCHPO	3227
Q0WUC5	Q0WUC5	reviewed	ALB33_ARATH	566
P40048	P40048	reviewed	PTP3_YEAST	928
P41544	P41544	reviewed	SYS1_YEAST	203
Q7SIC2	Q7SIC2	reviewed	QDOI_ASPJA	350
P38854	P38854	reviewed	TDA11_YEAST	504
Q9SRY4	Q9SRY4	reviewed	LPA1_ARATH	453
P84217	P84217	reviewed	HBB_BATEA	141
Q09460	Q09460	reviewed	PDFR1_CAEEL	546
O94254	O94254	reviewed	MUG45_SCHPO	819
P87174	P87174	reviewed	DPB4_SCHPO	210
Q08E93	Q08E93	reviewed	F27E3_HUMAN	113
P70120	P70120	reviewed	HES5_MOUSE	167
O04202	O04202	reviewed	EIF3F_ARATH	293
Q9CWU4	Q9CWU4	reviewed	CA052_MOUSE	180
O15164	O15164	reviewed	TIF1A_HUMAN	1050
P48044	P48044	reviewed	V2R_BOVIN	370
Q96A72	Q96A72	reviewed	MGN2_HUMAN	148
Q09850	Q09850	reviewed	ENG2_SCHPO	706
P82865	P82865	reviewed	HFN40_MAIZE	33
Q84MZ4	Q84MZ4	reviewed	TF3A_ARATH	412
A0A0B4LFY9	A0A0B4LFY9	reviewed	STING_DROME	343
Q8TCY9	Q8TCY9	reviewed	URGCP_HUMAN	931
Q6P499	Q6P499	reviewed	NPAL3_HUMAN	406
Q92636	Q92636	reviewed	FAN_HUMAN	917
P41091	P41091	reviewed	IF2G_HUMAN	472
P40360	P40360	reviewed	NAGS_YEAST	574
Q8LPR8	Q8LPR8	reviewed	TI100_ARATH	871
Q37050	Q37050	reviewed	CEMA_CHLRE	500
Q86A17	Q86A17	reviewed	DHPR_DICDI	231
C0HJY2	C0HJY2	reviewed	PRVN_THEPV	36
Q95YE2	Q95YE2	reviewed	REGE1_CAEEL	634
Q9CQT7	Q9CQT7	reviewed	DESI1_MOUSE	168
F1LP64	F1LP64	reviewed	TRIPC_RAT	2025
P82957	P82957	reviewed	DM43_DIDMR	291
Q9Y3X0	Q9Y3X0	reviewed	CCDC9_HUMAN	531
Q9HDV4	Q9HDV4	reviewed	LID2_SCHPO	1513
Q9YGW7	Q9YGW7	reviewed	DAZL_DANRE	229
Q55EK9	Q55EK9	reviewed	PDXK_DICDI	302
O13824	O13824	reviewed	NMD2_SCHPO	1049
Q9Y2B4	Q9Y2B4	reviewed	T53G5_HUMAN	290
Q61085	Q61085	reviewed	RHPN1_MOUSE	643
Q9ZPQ3	Q9ZPQ3	reviewed	GEK1_ARATH	317
Q9FEN9	Q9FEN9	reviewed	SHL_ARATH	228
O88532	O88532	reviewed	ZFR_MOUSE	1074
P53939	P53939	reviewed	NIS1_YEAST	407
Q8S9L5	Q8S9L5	reviewed	TIG_ARATH	547
Q8CBH5	Q8CBH5	reviewed	MFSD6_MOUSE	775
Q55BM1	Q55BM1	reviewed	Y0444_DICDI	1360
Q80X66	Q80X66	reviewed	BTBDA_MOUSE	475
Q5HZI1	Q5HZI1	reviewed	MTUS1_MOUSE	1210
O74381	O74381	reviewed	POF9_SCHPO	467
O94324	O94324	reviewed	PPK31_SCHPO	1032
Q15562	Q15562	reviewed	TEAD2_HUMAN	447
Q9SXQ6	Q9SXQ6	reviewed	FEN11_ORYSJ	380
Q5ZK28	Q5ZK28	reviewed	DPOD3_CHICK	461
Q9P7L8	Q9P7L8	reviewed	SAP62_SCHPO	217
P53146	P53146	reviewed	USE1_YEAST	245
P17423	P17423	reviewed	KHSE_YEAST	357
Q03210	Q03210	reviewed	NGL3_YEAST	505
A0A2I1C3T9	A0A2I1C3T9	reviewed	NSRK_ASPN1	504
Q9H3E2	Q9H3E2	reviewed	SNX25_HUMAN	840
F4K5T4	F4K5T4	reviewed	STKLU_ARATH	427
O94376	O94376	reviewed	MED21_SCHPO	138
P00107	P00107	reviewed	CYC6_DIALT	83
Q8CJ99	Q8CJ99	reviewed	SCLT1_RAT	688
G2TRK9	G2TRK9	reviewed	NEW13_SCHPO	121
O75153	O75153	reviewed	CLU_HUMAN	1309
Q06497	Q06497	reviewed	ANT1_YEAST	328
Q8VYL1	Q8VYL1	reviewed	KAD5_ARATH	588
D8S5L4	D8S5L4	reviewed	MGS_SELML	422
Q3UJZ3	Q3UJZ3	reviewed	ARMC7_MOUSE	198
P84973	P84973	reviewed	EF1D_POPEU	30
Q9P7R9	Q9P7R9	reviewed	SYF1_SCHPO	790
Q6LA53	Q6LA53	reviewed	AAR2_SCHPO	346
P86681	P86681	reviewed	LFXI_HAEDE	90
Q10303	Q10303	reviewed	ALP21_SCHPO	511
Q8VZ20	Q8VZ20	reviewed	ASR3_ARATH	314
Q08981	Q08981	reviewed	ACM1_YEAST	209
Q22663	Q22663	reviewed	GLB26_CAEEL	183
P24813	P24813	reviewed	AP2_YEAST	409
Q62318	Q62318	reviewed	TIF1B_MOUSE	834
Q8CCE9	Q8CCE9	reviewed	E4F1_MOUSE	783
Q10272	Q10272	reviewed	IPI3_SCHPO	446
Q8BWY7	Q8BWY7	reviewed	S39AB_MOUSE	342
O75601	O75601	reviewed	CASPD_BOVIN	377
Q9LUJ5	Q9LUJ5	reviewed	EBP2_ARATH	293
Q03898	Q03898	reviewed	FIN1_YEAST	291
P40992	P40992	reviewed	RRN7_YEAST	514
P32341	P32341	reviewed	VPH2_YEAST	215
Q9Y817	Q9Y817	reviewed	RAV1_SCHPO	1297
Q8IYL2	Q8IYL2	reviewed	TRM44_HUMAN	757
Q9VCX1	Q9VCX1	reviewed	RGS_DROME	1541
Q99933	Q99933	reviewed	BAG1_HUMAN	345
P27545	P27545	reviewed	CERS1_MOUSE	350
Q06001	Q06001	reviewed	FAR10_YEAST	478
Q9LTB2	Q9LTB2	reviewed	MMT1_ARATH	1071
Q60769	Q60769	reviewed	TNAP3_MOUSE	775
Q9DC04	Q9DC04	reviewed	RGS3_MOUSE	966
Q869T1	Q869T1	reviewed	TWF_DICDI	335
Q8R0W6	Q8R0W6	reviewed	NFIP1_MOUSE	221
P39961	P39961	reviewed	TOG1_YEAST	794
P38218	P38218	reviewed	POA1_YEAST	177
Q8R5K2	Q8R5K2	reviewed	UBP33_MOUSE	909
Q03088	Q03088	reviewed	SVL3_YEAST	825
M5EES5	M5EES5	reviewed	MNLOX_PLESI	643
Q8W4B2	Q8W4B2	reviewed	APEM9_ARATH	333
Q8RXJ0	Q8RXJ0	reviewed	NUF2_ARATH	440
C0HJG7	C0HJG7	reviewed	LYM_JATCU	31
Q9CQ29	Q9CQ29	reviewed	RN151_MOUSE	239
Q86UT8	Q86UT8	reviewed	CATAC_HUMAN	332
Q9P2W1	Q9P2W1	reviewed	HOP2_HUMAN	217
P09368	P09368	reviewed	PUT1_YEAST	476
O23273	O23273	reviewed	DNMT4_ARATH	1519
Q05648	Q05648	reviewed	MRX10_YEAST	414
Q460N3	Q460N3	reviewed	PAR15_HUMAN	678
Q9GYU8	Q9GYU8	reviewed	NUP88_DROME	702
P0C0A3	P0C0A3	reviewed	CHMP6_MOUSE	200
Q12745	Q12745	reviewed	SEC39_YEAST	709
Q9SK39	Q9SK39	reviewed	SBP3_ARATH	100
Q07820	Q07820	reviewed	MCL1_HUMAN	350
Q9ER73	Q9ER73	reviewed	ELP4_MOUSE	422
Q3UWM4	Q3UWM4	reviewed	KDM7A_MOUSE	940
P27671	P27671	reviewed	RGRF1_MOUSE	1262
P0DJ07	P0DJ07	reviewed	PT100_HUMAN	73
Q8WZ42	Q8WZ42	reviewed	TITIN_HUMAN	34350
Q9H2C2	Q9H2C2	reviewed	ARV1_HUMAN	271
Q06346	Q06346	reviewed	KEI1_YEAST	221
Q8JZM2	Q8JZM2	reviewed	PR15L_MOUSE	100
O80568	O80568	reviewed	ITPK4_ARATH	488
O42667	O42667	reviewed	SSM4_SCHPO	670
Q8C552	Q8C552	reviewed	FA78A_MOUSE	283
P38934	P38934	reviewed	BFR1_YEAST	470
Q8BM39	Q8BM39	reviewed	PRP18_MOUSE	342
P93047	P93047	reviewed	HMGB3_ARATH	141
Q8NA70	Q8NA70	reviewed	FA47B_HUMAN	645
Q8NAT2	Q8NAT2	reviewed	TDRD5_HUMAN	981
P07195	P07195	reviewed	LDHB_HUMAN	334
Q1G3L1	Q1G3L1	reviewed	TIM21_ARATH	269
Q9CQE8	Q9CQE8	reviewed	RTRAF_MOUSE	244
Q64310	Q64310	reviewed	SURF4_MOUSE	269
O08843	O08843	reviewed	LST1_MOUSE	95
Q54AX5	Q54AX5	reviewed	LRRA_DICDI	510
O43261	O43261	reviewed	LEU1_HUMAN	78
O44400	O44400	reviewed	F37C4_CAEEL	556
Q9NRD5	Q9NRD5	reviewed	PICK1_HUMAN	415
Q12358	Q12358	reviewed	JLP1_YEAST	412
O82239	O82239	reviewed	RFI2_ARATH	358
Q9P6K5	Q9P6K5	reviewed	DML1_SCHPO	465
Q9XI19	Q9XI19	reviewed	PTAC6_ARATH	328
Q8VC74	Q8VC74	reviewed	COX18_MOUSE	331
O76064	O76064	reviewed	RNF8_HUMAN	485
O88319	O88319	reviewed	NTR1_MOUSE	424
P34631	P34631	reviewed	UBXN4_CAEEL	469
Q9UUE2	Q9UUE2	reviewed	CSX2_SCHPO	870
Q944A6	Q944A6	reviewed	SNF4_ARATH	487
P04076	P04076	reviewed	ARLY_YEAST	463
A0A1V6PAA5	A0A1V6PAA5	reviewed	CALH_PENDC	366
Q03220	Q03220	reviewed	CTL1_YEAST	320
Q38820	Q38820	reviewed	TI232_ARATH	188
P92966	P92966	reviewed	SRS41_ARATH	356
B8V7P3	B8V7P3	reviewed	CAH_ACRMI	148
Q9Y7R4	Q9Y7R4	reviewed	SET1_SCHPO	920
Q8VZE7	Q8VZE7	reviewed	RAP_ARATH	671
Q9VJN5	Q9VJN5	reviewed	WEK_DROME	470
A0A142C7A1	A0A142C7A1	reviewed	PHNC_PENHR	429
Q9H1J1	Q9H1J1	reviewed	REN3A_HUMAN	476
Q3UFY0	Q3UFY0	reviewed	RRP36_MOUSE	244
Q3UMW8	Q3UMW8	reviewed	CLN5_MOUSE	341
Q810U5	Q810U5	reviewed	CCD50_MOUSE	305
O04479	O04479	reviewed	AS2_ARATH	199
P62809	P62809	reviewed	CPD_WHEAT	51
Q9VGC3	Q9VGC3	reviewed	COG1_DROME	886
Q09374	Q09374	reviewed	YS48_CAEEL	587
Q9LSD0	Q9LSD0	reviewed	RIR2C_ARATH	332
P51555	P51555	reviewed	ENO_ENTH1	436
P70033	P70033	reviewed	NR6A1_XENLA	435
Q91V83	Q91V83	reviewed	TTI1_MOUSE	1085
Q03233	Q03233	reviewed	ADD37_YEAST	198
Q6P9B6	Q6P9B6	reviewed	MEAK7_HUMAN	456
Q6ZWS8	Q6ZWS8	reviewed	SPOP_MOUSE	374
Q5SWP3	Q5SWP3	reviewed	NACAD_MOUSE	1504
Q66JQ7	Q66JQ7	reviewed	KNL1_MOUSE	1612
E2AIS8	E2AIS8	reviewed	TACHY_CAMFO	426
Q8LL17	Q8LL17	reviewed	SON1_ARATH	370
Q04049	Q04049	reviewed	POLH_YEAST	632
P40962	P40962	reviewed	RTS2_YEAST	232
Q9SP61	Q9SP61	reviewed	FADX_MOMCH	399
Q9LFQ9	Q9LFQ9	reviewed	E2FD_ARATH	359
Q12015	Q12015	reviewed	DSC3_YEAST	292
Q8VDP4	Q8VDP4	reviewed	CCAR2_MOUSE	922
P24552	P24552	reviewed	OXDA_FUSVN	361
P36972	P36972	reviewed	APT_RAT	180
P0DMX4	P0DMX4	reviewed	ACTP_STIME	40
Q5T0Z8	Q5T0Z8	reviewed	CF132_HUMAN	1188
P53741	P53741	reviewed	BRE5_YEAST	515
Q9Z266	Q9Z266	reviewed	SNAPN_MOUSE	136
P40573	P40573	reviewed	MET28_YEAST	187
P38800	P38800	reviewed	LAM4_YEAST	1345
P34178	P34178	reviewed	PBP_ORGPS	35
Q06089	Q06089	reviewed	YP098_YEAST	161
O74954	O74954	reviewed	CBF11_SCHPO	613
P25269	P25269	reviewed	TRBP2_ARATH	475
Q9QZE7	Q9QZE7	reviewed	TSNAX_MOUSE	290
Q9Z160	Q9Z160	reviewed	COG1_MOUSE	980
Q5I0K5	Q5I0K5	reviewed	ABHDA_RAT	297
Q9VR99	Q9VR99	reviewed	CATIN_DROME	720
Q06236	Q06236	reviewed	SHH4_YEAST	168
Q07458	Q07458	reviewed	RXT3_YEAST	294
P25594	P25594	reviewed	VBA3_YEAST	458
P53845	P53845	reviewed	YIF1_YEAST	314
Q86QW7	Q86QW7	reviewed	AGO_GIAIN	781
Q6NY74	Q6NY74	reviewed	RFA1_DANRE	601
B6K412	B6K412	reviewed	SHC1_SCHJY	656
Q9HD26	Q9HD26	reviewed	GOPC_HUMAN	462
C0HK21	C0HK21	reviewed	LEC3B_HALCE	106
Q8BGP6	Q8BGP6	reviewed	S2540_MOUSE	337
Q8H2D5	Q8H2D5	reviewed	POLH_ARATH	672
Q9LE06	Q9LE06	reviewed	BCAT4_ARATH	354
P43569	P43569	reviewed	CAF16_YEAST	289
E9Q735	E9Q735	reviewed	UBE4A_MOUSE	1028
Q3E7B6	Q3E7B6	reviewed	VA0E_YEAST	73
Q9SZI6	Q9SZI6	reviewed	GAT22_ARATH	352
Q01782	Q01782	reviewed	PTR1_LEIMA	288
P20134	P20134	reviewed	SFL1_YEAST	766
Q02770	Q02770	reviewed	CWC27_YEAST	301
Q1HG44	Q1HG44	reviewed	DOXA2_HUMAN	320
P70362	P70362	reviewed	UFD1_MOUSE	307
Q9FIL1	Q9FIL1	reviewed	BSK5_ARATH	489
Q6PAL0	Q6PAL0	reviewed	BEND3_MOUSE	825
Q8BVZ5	Q8BVZ5	reviewed	IL33_MOUSE	266
O74469	O74469	reviewed	YQC7_SCHPO	133
P07670	P07670	reviewed	PYRD_DICDI	370
Q10585	Q10585	reviewed	SPD1_SCHPO	124
P38740	P38740	reviewed	YHC6_YEAST	315
P38960	P38960	reviewed	STN1_YEAST	494
Q69P88	Q69P88	reviewed	DRO1_ORYSJ	251
P46818	P46818	reviewed	RPOB_SINAL	1078
Q96T25	Q96T25	reviewed	ZIC5_HUMAN	663
A8MYP8	A8MYP8	reviewed	CMA1B_HUMAN	253
F1DBB3	F1DBB3	reviewed	MPAG_PENBR	398
Q07139	Q07139	reviewed	ECT2_MOUSE	913
Q9BVK2	Q9BVK2	reviewed	ALG8_HUMAN	526
Q8LLE5	Q8LLE5	reviewed	FPP_SOLLC	582
P38749	P38749	reviewed	YAP3_YEAST	330
Q9ZQ46	Q9ZQ46	reviewed	WAVH1_ARATH	683
F4K410	F4K410	reviewed	SVR3_ARATH	675
Q6QM28	Q6QM28	reviewed	SYN_HELPO	496
P81009	P81009	reviewed	DEF2_MAIZE	47
Q8NEP7	Q8NEP7	reviewed	KLDC9_HUMAN	349
Q9QUM7	Q9QUM7	reviewed	MSH5_MOUSE	833
Q9MBH1	Q9MBH1	reviewed	AIG2C_ARATH	165
A0A0D1E6B3	A0A0D1E6B3	reviewed	PIT1_USTMA	435
J9VXB3	J9VXB3	reviewed	CMT1_CRYNH	122
P53680	P53680	reviewed	AP2S1_HUMAN	142
Q874R3	Q874R3	reviewed	APC2_SCHPO	681
Q9JME7	Q9JME7	reviewed	TPC2L_MOUSE	139
A8IHT2	A8IHT2	reviewed	DRC11_CHLRE	555
Q3U0P1	Q3U0P1	reviewed	PALB2_MOUSE	1104
Q949W6	Q949W6	reviewed	KAKU4_ARATH	485
Q8I1X7	Q8I1X7	reviewed	CERI2_PLAF7	579
G0S4T0	G0S4T0	reviewed	NU192_CHATD	1756
Q9NRM2	Q9NRM2	reviewed	ZN277_HUMAN	450
Q91WE2	Q91WE2	reviewed	PIP30_MOUSE	254
Q78HU7	Q78HU7	reviewed	GLPC_MOUSE	95
Q7XJU2	Q7XJU2	reviewed	BH153_ARATH	149
Q8CHY3	Q8CHY3	reviewed	DYM_MOUSE	669
Q80VG1	Q80VG1	reviewed	SCML4_MOUSE	408
Q8W4I6	Q8W4I6	reviewed	BPG2_ARATH	660
Q96BM0	Q96BM0	reviewed	I27L1_HUMAN	104
P56287	P56287	reviewed	EI2BE_SCHPO	678
Q5TBA9	Q5TBA9	reviewed	FRY_HUMAN	3013
O14228	O14228	reviewed	PUR4_SCHPO	1323
Q9FMX8	Q9FMX8	reviewed	NIC3_ARATH	198
Q3UHQ6	Q3UHQ6	reviewed	DOP2_MOUSE	2295
Q9LXF4	Q9LXF4	reviewed	PP384_ARATH	1227
O14468	O14468	reviewed	YO304_YEAST	76
O94656	O94656	reviewed	ATG16_SCHPO	143
P80402	P80402	reviewed	DBD23_ASPOR	338
P38837	P38837	reviewed	NSG1_YEAST	291
Q8I7C3	Q8I7C3	reviewed	LASP1_DROME	657
Q9D1N4	Q9D1N4	reviewed	MYMK_MOUSE	221
Q2NKV2	Q2NKV2	reviewed	APC13_BOVIN	74
Q8GWP5	Q8GWP5	reviewed	RIBD_ARATH	426
Q05924	Q05924	reviewed	DCR2_YEAST	578
P38907	P38907	reviewed	CENPN_YEAST	458
P38750	P38750	reviewed	YHA8_YEAST	627
Q5J316	Q5J316	reviewed	GTR12_BOVIN	621
P22468	P22468	reviewed	GDL_DROME	194
P53906	P53906	reviewed	YNO6_YEAST	100
Q5T7M9	Q5T7M9	reviewed	DIK1A_HUMAN	428
P47035	P47035	reviewed	NET1_YEAST	1189
Q9LZ00	Q9LZ00	reviewed	MED4_ARATH	426
O94435	O94435	reviewed	MUG35_SCHPO	234
Q23533	Q23533	reviewed	SORF1_CAEEL	239
Q7TNE1	Q7TNE1	reviewed	SUCHY_MOUSE	436
P43599	P43599	reviewed	YFI8_YEAST	363
P53930	P53930	reviewed	AF9_YEAST	226
P82869	P82869	reviewed	CYP37_ARATH	466
Q9UGU0	Q9UGU0	reviewed	TCF20_HUMAN	1960
Q9Y041	Q9Y041	reviewed	HGD_CAEEL	437
Q06523	Q06523	reviewed	YP148_YEAST	435
Q9UTR8	Q9UTR8	reviewed	RED1_SCHPO	712
P08431	P08431	reviewed	GAL7_YEAST	366
Q3ZCI9	Q3ZCI9	reviewed	TCPQ_BOVIN	548
O95361	O95361	reviewed	TRI16_HUMAN	564
Q9VSA4	Q9VSA4	reviewed	TONSL_DROME	1405
P10551	P10551	reviewed	ERG10_SACMO	398
Q64689	Q64689	reviewed	SIA8C_MOUSE	380
Q66K64	Q66K64	reviewed	DCA15_HUMAN	600
Q9VVD9	Q9VVD9	reviewed	S35B3_DROME	396
Q9QXB9	Q9QXB9	reviewed	DRG2_MOUSE	364
Q8N9T8	Q8N9T8	reviewed	KRI1_HUMAN	703
Q03880	Q03880	reviewed	PKR1_YEAST	122
O13911	O13911	reviewed	PNK1_SCHPO	408
Q8TA52	Q8TA52	reviewed	IFT20_CAEEL	129
P12683	P12683	reviewed	HMDH1_YEAST	1054
Q33884	Q33884	reviewed	CCMF2_ARATH	203
B5X0I6	B5X0I6	reviewed	VIP6_ARATH	1091
Q3UGF1	Q3UGF1	reviewed	WDR19_MOUSE	1341
Q9BQ90	Q9BQ90	reviewed	KLDC3_HUMAN	382
P47108	P47108	reviewed	URB2_YEAST	1174
Q7TSG2	Q7TSG2	reviewed	CTDP1_MOUSE	960
P39965	P39965	reviewed	SYPM_YEAST	576
Q12216	Q12216	reviewed	SIZ2_YEAST	726
Q9SEL7	Q9SEL7	reviewed	DEGP5_ARATH	323
Q9LXX5	Q9LXX5	reviewed	PPD6_ARATH	262
P23668	P23668	reviewed	LEG6_CHICK	134
Q9UHR6	Q9UHR6	reviewed	ZNHI2_HUMAN	403
Q02630	Q02630	reviewed	NU116_YEAST	1113
Q9P797	Q9P797	reviewed	NU131_SCHPO	1142
Q0E940	Q0E940	reviewed	EIF3B_DROME	690
P03877	P03877	reviewed	SCE3_YEAST	415
Q23288	Q23288	reviewed	SPE39_CAEEL	522
Q9DCB8	Q9DCB8	reviewed	ISCA2_MOUSE	154
Q57X81	Q57X81	reviewed	JBP2_TRYB2	1077
Q1MTN9	Q1MTN9	reviewed	RLF2_SCHPO	544
Q5B998	Q5B998	reviewed	DHOM_EMENI	368
Q9H7H0	Q9H7H0	reviewed	MET17_HUMAN	456
Q8R000	Q8R000	reviewed	OSTA_MOUSE	340
P27472	P27472	reviewed	GYS2_YEAST	705
P53203	P53203	reviewed	PEX31_YEAST	462
Q27J81	Q27J81	reviewed	INF2_HUMAN	1249
Q9NX04	Q9NX04	reviewed	AIRIM_HUMAN	203
Q9LPV8	Q9LPV8	reviewed	ERF1Y_ARATH	434
B3A0M9	B3A0M9	reviewed	ES2JB_ODOJI	37
P36527	P36527	reviewed	RM28_YEAST	147
Q8GTR4	Q8GTR4	reviewed	PULA1_ARATH	965
Q93VM8	Q93VM8	reviewed	COPT5_ARATH	146
A8DMN5	A8DMN5	reviewed	FL1_MAIZE	302
Q80X73	Q80X73	reviewed	PELO_MOUSE	385
A5YM69	A5YM69	reviewed	ARG35_HUMAN	484
P80638	P80638	reviewed	UC32_MAIZE	49
Q3ZCQ2	Q3ZCQ2	reviewed	AX2R_HUMAN	193
P49367	P49367	reviewed	LYS4_YEAST	693
P25558	P25558	reviewed	BUD3_YEAST	1636
P29478	P29478	reviewed	SEC65_YEAST	273
Q940H2	Q940H2	reviewed	GNAT3_ARATH	237
Q7Z7A4	Q7Z7A4	reviewed	PXK_HUMAN	578
Q8TCB0	Q8TCB0	reviewed	IFI44_HUMAN	444
Q91V76	Q91V76	reviewed	CK054_MOUSE	315
Q9VDG2	Q9VDG2	reviewed	RLIP_DROME	625
P39523	P39523	reviewed	YM11_YEAST	943
E9Q9W7	E9Q9W7	reviewed	PDZD7_MOUSE	1021
Q5EE04	Q5EE04	reviewed	TPR_XENLA	1997
O42647	O42647	reviewed	MUG94_SCHPO	188
Q9CR41	Q9CR41	reviewed	HYPK_MOUSE	121
Q8BS90	Q8BS90	reviewed	BORA_MOUSE	525
Q12071	Q12071	reviewed	VPS54_YEAST	889
P80088	P80088	reviewed	ATP7_SPIOL	32
Q94535	Q94535	reviewed	U2AF1_DROME	264
P23618	P23618	reviewed	THI4_FUSOX	320
O13859	O13859	reviewed	MU125_SCHPO	285
Q3UZA1	Q3UZA1	reviewed	CPZIP_MOUSE	412
Q94C11	Q94C11	reviewed	SUGP1_ARATH	443
P36517	P36517	reviewed	RM04_YEAST	319
Q5VXU9	Q5VXU9	reviewed	SHOC1_HUMAN	1444
Q10571	Q10571	reviewed	MN1_HUMAN	1320
C6KSQ6	C6KSQ6	reviewed	RAD50_PLAF7	2236
P01878	P01878	reviewed	IGHA_MOUSE	344
Q6GMV3	Q6GMV3	reviewed	PTRD1_HUMAN	140
Q9USX0	Q9USX0	reviewed	PVG3_SCHPO	378
O08812	O08812	reviewed	CTR3_RAT	619
Q2TL32	Q2TL32	reviewed	UBR4_RAT	5194
Q9DBS2	Q9DBS2	reviewed	TPRGL_MOUSE	266
P27614	P27614	reviewed	CBPS_YEAST	576
O14925	O14925	reviewed	TIM23_HUMAN	209
Q15477	Q15477	reviewed	SKI2_HUMAN	1246
P0DKL2	P0DKL2	reviewed	OP10_MAIZE	1059
Q8N6M3	Q8N6M3	reviewed	FITM2_HUMAN	262
P32837	P32837	reviewed	UGA4_YEAST	571
Q06406	Q06406	reviewed	LSM6_YEAST	86
V5IP95	V5IP95	reviewed	QCR10_NEUCR	91
P49955	P49955	reviewed	SF3B1_YEAST	971
Q54M18	Q54M18	reviewed	ARG56_DICDI	847
Q9FYS5	Q9FYS5	reviewed	HMGYA_MAIZE	193
Q9BT49	Q9BT49	reviewed	THAP7_HUMAN	309
P86217	P86217	reviewed	NDUS3_MESAU	94
P10080	P10080	reviewed	SSBP1_YEAST	294
Q9P3B1	Q9P3B1	reviewed	YIL2_SCHPO	374
O17679	O17679	reviewed	SET6_CAEEL	708
Q86KR9	Q86KR9	reviewed	P4HA_DICDI	284
Q9LEZ1	Q9LEZ1	reviewed	SOB5_ARATH	144
Q09565	Q09565	reviewed	NHR20_CAEEL	457
P21937	P21937	reviewed	EXSE_TRICO	92
Q20374	Q20374	reviewed	PATR1_CAEEL	833
Q6PGF3	Q6PGF3	reviewed	MED16_MOUSE	828
P37020	P37020	reviewed	GEF1_YEAST	779
Q8TEA1	Q8TEA1	reviewed	NSUN6_HUMAN	469
Q42512	Q42512	reviewed	CR15A_ARATH	139
Q93YN0	Q93YN0	reviewed	SCO2_ARATH	187
P38736	P38736	reviewed	GOSR1_YEAST	223
Q86YH6	Q86YH6	reviewed	DLP1_HUMAN	399
P16332	P16332	reviewed	MUTA_MOUSE	748
Q6ZUT1	Q6ZUT1	reviewed	NKAP1_HUMAN	292
G5EES6	G5EES6	reviewed	UFD3_CAEEL	860
P28166	P28166	reviewed	ZFH1_DROME	1054
P38879	P38879	reviewed	NACA_YEAST	174
P35435	P35435	reviewed	ATPG_RAT	273
A0A384XLH1	A0A384XLH1	reviewed	STR6_STRTC	304
Q54VN6	Q54VN6	reviewed	RL24_DICDI	127
Q3B7S5	Q3B7S5	reviewed	SMI21_HUMAN	101
Q9Y6H6	Q9Y6H6	reviewed	KCNE3_HUMAN	103
Q4PSK3	Q4PSK3	reviewed	FLZ16_ARATH	124
Q8R515	Q8R515	reviewed	ZHX1_RAT	873
F4JAU2	F4JAU2	reviewed	SAC3B_ARATH	1697
Q13569	Q13569	reviewed	TDG_HUMAN	410
P10834	P10834	reviewed	PET54_YEAST	293
Q8IY17	Q8IY17	reviewed	PLPL6_HUMAN	1375
Q4WAZ4	Q4WAZ4	reviewed	FMAH_ASPFU	1017
F4IS91	F4IS91	reviewed	RSA1_ARATH	1340
Q5ZQU2	Q5ZQU2	reviewed	NPAS2_CHICK	815
Q9FNB0	Q9FNB0	reviewed	CHLH_ARATH	1381
Q5SRE5	Q5SRE5	reviewed	NU188_HUMAN	1749
Q8I5V4	Q8I5V4	reviewed	PDEA_PLAF7	954
A0A163UT06	A0A163UT06	reviewed	SET17_CAEEL	277
Q3E7Z7	Q3E7Z7	reviewed	YD003_YEAST	40
Q9NUL5	Q9NUL5	reviewed	SHFL_HUMAN	291
Q6NU18	Q6NU18	reviewed	CUE2A_XENLA	273
Q8S8F9	Q8S8F9	reviewed	NIC1_ARATH	244
P34418	P34418	reviewed	MIG39_CAEEL	943
Q99247	Q99247	reviewed	DUF1_YEAST	1116
P53584	P53584	reviewed	YTP1_YEAST	459
O14273	O14273	reviewed	YET4_SCHPO	647
